h3_cell,violation_count,unique_vehicles,unique_devices,unique_days,mean_severity,peak_hour_count,mean_vehicle_severity,dominant_vehicle,dominant_violation,lat,lon,police_station,has_junction_pct,road_type,lanes,road_capacity,peak_ratio,violations_per_device,has_stdbscan_cluster,gi_z_score,gi_p_value,gi_hotspot,gi_coldspot,lisa_i,lisa_p,lisa_q,lisa_label,lisa_significant,lisa_hh,hotspot_status,hotspot_confidence,mean_dwell,median_dwell,dwell_samples,chronic_offender_count,max_days_seen,lambda_raw,lambda_normalized,mu,expected_n,bpr_delay_min_per_km,cis_violation_density,cis_vehicle_severity,cis_queueing_delay,road_impact_raw,cis_road_capacity_impact,cis_temporal_persistence,cis_peak_hour_ratio,CIS,rank,sensitivity_note,location_name,peak_description,predicted_risk,risk_category,trend_direction,predicted_violations_next_week,priority_score,recommended_shift,peak_hour
89601458607ffff,6,6,4,5,0.6931471805599453,2,1.6666666666666667,CAR,WRONG PARKING,13.000293495025277,77.53355719678892,Vijayanagara,0.0,collector,2.0,2400.0,0.3333333333333333,1.5,False,-0.1218953305179642,0.457,False,False,0.05595625481392,0.464,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0016563985294861,0.0004140996323715,0.6057786546239967,0.000683582409533,0.0720847353597986,0.0031847133757961,0.1333333333333333,0.2419129845172357,0.75,0.0063492063492063,0.0266666666666666,0.3333333333333333,11.279782286644382,1468,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Vijayanagara / Cell-07ffff,Distributed throughout the day,7.895847600651066,MINIMAL,FALLING,0,0.8906344190386742,morning_shift,12:00
89601458623ffff,1,1,1,1,0.6931471805599453,0,2.0,CAR,NO PARKING,13.0004011,77.5261975,Rajajinagar,0.0,local,2.0,1600.0,0.0,1.0,False,0.4046848522537173,0.111,False,False,-0.2019008343543082,0.118,2,LH,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.000276066421581,0.000276066421581,0.6057786546239967,0.0004557216063553,0.1081106761944346,0.0,0.2,0.7245013052181493,0.5,0.0031746031746031,0.0,0.0,18.537645151982037,549,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Rajajinagar / Cell-23ffff,Distributed throughout the day,14.83011612158563,MINIMAL,UNKNOWN,1,2.7491543022464255,morning_shift,11:00
89601458627ffff,77,58,2,20,1.6577379372319845,25,2.448051948051948,CAR,NO PARKING,12.99999042987013,77.52518655714286,Rajajinagar,0.0,local,2.0,1600.0,0.3246753246753247,38.5,True,0.0412848458061443,0.336,False,False,0.0973099488413462,0.322,1,HH,False,False,EMERGING,0.3,99.04607820366608,,0.0,3.0,5.0,0.0212571144617394,0.0106285572308697,0.6057786546239967,0.017545281844681,0.1111949868217818,0.2388535031847133,0.2896103896103896,0.765817430534728,19.25,0.2412698412698412,0.1266666666666666,0.3246753246753247,35.21236151498772,28,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Rajajinagar / Cell-27ffff,Distributed throughout the day,35.21236151498772,LOW,STABLE,5,12.399104034621882,morning_shift,11:00
8960145862bffff,34,28,3,18,1.9228489295428013,4,2.485294117647059,CAR,PARKING IN A MAIN ROAD | NO PARKING,13.005151426470588,77.5280837382353,Rajajinagar,0.0,collector,2.0,2400.0,0.1176470588235294,11.333333333333334,False,0.4625352698459867,0.1,False,False,0.141092280026428,0.101,1,HH,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,1.0,3.0,0.0093862583337551,0.0031287527779183,0.6057786546239967,0.0051648448720273,0.0726497032060624,0.0658174097664543,0.2970588235294117,0.2494810556865618,5.666666666666667,0.0687830687830688,0.1133333333333333,0.1176470588235294,15.917782781795486,825,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Rajajinagar / Cell-2bffff,Distributed throughout the day,15.917782781795486,MINIMAL,STABLE,3,2.5337580868842484,morning_shift,3:00
8960145862fffff,69,68,3,34,2.185815619502745,9,2.615942028985508,CAR,PARKING IN A MAIN ROAD | NO PARKING,13.002993826086955,77.52601625797101,Rajajinagar,0.0,collector,2.0,2400.0,0.1304347826086956,23.0,True,0.3884714930604551,0.117,False,False,0.4703339375416898,0.124,1,HH,False,False,EMERGING,0.3,99.04607820366608,,0.0,0.0,,0.0190485830890912,0.0063495276963637,0.6057786546239967,0.0104815969461731,0.0733618535476106,0.1401273885350318,0.3231884057971016,0.259020721534342,11.5,0.1428571428571428,0.22,0.1304347826086956,20.79457222894877,378,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Rajajinagar / Cell-2fffff,Distributed throughout the day,14.556200560264138,MINIMAL,FALLING,0,3.026899639294772,morning_shift,11:00
8960145863bffff,1,1,1,1,0.6931471805599453,0,2.0,CAR,NO PARKING,13.0024119,77.5312298,Rajajinagar,0.0,collector,2.0,2400.0,0.0,1.0,False,0.3876678196890436,0.117,False,False,-0.1934151992619964,0.124,2,LH,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.000276066421581,0.000276066421581,0.6057786546239967,0.0004557216063553,0.072073784129623,0.0,0.2,0.2417662864530736,0.5,0.0031746031746031,0.0,0.0,8.882944776680523,1831,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Rajajinagar / Cell-3bffff,Distributed throughout the day,7.106355821344419,MINIMAL,UNKNOWN,1,0.6312536632444463,morning_shift,11:00
89601458643ffff,3,3,2,2,1.1618120043849791,0,2.1666666666666665,CAR,NO PARKING,13.008860733333334,77.54014113333334,Rajajinagar,0.0,collector,2.0,2400.0,0.0,1.5,True,-0.2282806972321006,0.273,False,False,0.10486871938341,0.276,3,LL,False,False,EMERGING,0.3,99.04607820366608,,0.0,0.0,,0.000828199264743,0.0004140996323715,0.6057786546239967,0.000683582409533,0.0721011661053157,0.0031847133757961,0.2333333333333333,0.2421330838596332,0.75,0.0063492063492063,0.0066666666666666,0.0,9.750850940158998,1702,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Rajajinagar / Cell-43ffff,Distributed throughout the day,12.676106222206696,MINIMAL,RISING,3,1.2360282227435948,night_shift,2:00
8960145864fffff,4,4,3,3,1.1182079924046002,2,2.0,CAR,WRONG PARKING,13.010879375,77.537364175,Rajajinagar,0.0,collector,2.0,2400.0,0.5,1.3333333333333333,False,-0.1472154125405476,0.418,False,False,0.0695009493196816,0.424,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0011042656863241,0.000368088562108,0.6057786546239967,0.0006076288084738,0.0720883862320684,0.0021231422505307,0.2,0.2419618900635435,0.6666666666666666,0.0052910052910052,0.0133333333333333,0.5,14.105014770232554,1064,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Rajajinagar / Cell-4fffff,Moderate peak-hour concentration (40-60%),14.105014770232554,MINIMAL,STABLE,1,1.9895144166847851,morning_shift,8:00
89601458653ffff,5,5,2,3,0.7485989550047409,0,1.8,CAR,WRONG PARKING,13.00645654,77.54361634,Rajajinagar,0.0,local,2.0,1600.0,0.0,2.5,False,0.0413732118218858,0.336,False,False,-0.0158642134448278,0.322,2,LH,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0013803321079051,0.0006901660539525,0.6057786546239967,0.0011393040158883,0.1081928416287043,0.0095541401273885,0.16,0.7256019587479455,1.25,0.0126984126984126,0.0133333333333333,0.0,18.274702201953147,624,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Rajajinagar / Cell-53ffff,Distributed throughout the day,23.75711286253909,LOW,RISING,3,4.341541627410925,morning_shift,12:00
89601458657ffff,2,2,2,2,0.6238324625039507,0,1.5,CAR,WRONG PARKING,13.0059117,77.5411074,Rajajinagar,0.0,collector,2.0,2400.0,0.0,1.0,False,-0.1561002682055201,0.4,False,False,0.0777376913010895,0.405,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.000552132843162,0.000276066421581,0.6057786546239967,0.0004557216063553,0.0720628349790288,0.0,0.1,0.2416196162461077,0.5,0.0031746031746031,0.0066666666666666,0.0,6.946678039207871,2092,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Rajajinagar / Cell-57ffff,Distributed throughout the day,6.946678039207871,MINIMAL,STABLE,0,0.4825633578041291,night_shift,3:00
8960145865bffff,213,196,17,62,0.6899590391792505,34,1.5938967136150235,CAR,WRONG PARKING,13.008800725821596,77.54309345492958,Rajajinagar,0.0046948356807511,collector,2.0,2400.0,0.1596244131455399,12.529411764705882,True,-0.0266578103546176,0.41,False,False,-0.0106793900409127,0.39,4,HL,False,False,EMERGING,0.3,17.0,11.0,3.0,2.0,4.0,0.0588021477967599,0.0034589498703976,3.5294117647058822,0.0009800357966126,0.0721050597290031,0.0734357437242412,0.1187793427230047,0.2421852412016265,6.264705882352941,0.0763772175536881,0.4066666666666667,0.1596244131455399,15.863754333026048,831,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Rajajinagar / Cell-5bffff,Distributed throughout the day,15.863754333026048,MINIMAL,STABLE,2,2.516587015386027,morning_shift,3:00
89601458663ffff,4,4,2,3,1.2545704042940975,0,2.375,LGV,NO PARKING | DEFECTIVE NUMBER PLATE,13.0089486,77.53165522500001,Rajajinagar,0.0,local,2.0,1600.0,0.0,2.0,False,0.3115238228742705,0.141,False,False,-0.1311864000971067,0.141,2,LH,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0011042656863241,0.000552132843162,0.6057786546239967,0.0009114432127107,0.1082010624646923,0.0063694267515923,0.275,0.7257120816022637,1.0,0.0095238095238095,0.0133333333333333,0.0,20.44966777702556,403,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Rajajinagar / Cell-63ffff,Distributed throughout the day,26.58456811013323,LOW,RISING,2,5.436455858479328,morning_shift,12:00
89601458667ffff,3,3,1,3,2.101521601535692,0,2.6666666666666665,CAR,PARKING IN A MAIN ROAD | NO PARKING,13.0078889,77.52784503333334,Rajajinagar,0.0,local,2.0,1600.0,0.0,3.0,False,0.2207970269998819,0.195,False,False,-0.0758031937744848,0.18,2,LH,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.000828199264743,0.000828199264743,0.6057786546239967,0.001367164819066,0.1083080044196838,0.0127388535031847,0.3333333333333333,0.7271446309618687,1.5,0.0158730158730158,0.0133333333333333,0.0,21.899459194912225,308,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Rajajinagar / Cell-67ffff,Distributed throughout the day,21.899459194912225,LOW,STABLE,0,4.795863130296256,morning_shift,11:00
8960145866bffff,1,1,1,1,0.5198603854199589,0,1.5,PASSENGER AUTO,NO PARKING,13.0102033,77.532695,Rajajinagar,0.0,local,2.0,1600.0,0.0,1.0,False,-0.0552538612421255,0.454,False,False,0.0274500864199294,0.433,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.000276066421581,0.000276066421581,0.6057786546239967,0.0004557216063553,0.1080942524685433,0.0,0.1,0.7242812999077005,0.5,0.0031746031746031,0.0,0.0,16.53324504577306,755,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Rajajinagar / Cell-6bffff,Distributed throughout the day,13.22659603661845,MINIMAL,UNKNOWN,1,2.1867855339486355,night_shift,3:00
8960145866fffff,16,16,3,13,2.56839706748643,0,3.34375,LGV,PARKING IN A MAIN ROAD | NO PARKING,13.01168566875,77.52886397500001,Rajajinagar,0.0,local,2.0,1600.0,0.0,5.333333333333333,False,-0.0323503223560554,0.416,False,False,0.0052169814169739,0.396,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0044170627452965,0.0014723542484321,0.6057786546239967,0.0024305152338952,0.1086323780231124,0.0276008492569002,0.46875,0.7314898030498607,2.6666666666666665,0.0306878306878306,0.08,0.0,25.95513475273718,140,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Rajajinagar / Cell-6fffff,Distributed throughout the day,33.74167517855834,LOW,RISING,3,8.75769726042569,night_shift,3:00
8960145867bffff,22,17,3,9,1.9234811027830936,9,3.954545454545455,PRIVATE BUS,NO PARKING,13.010709568181818,77.5357995909091,Rajajinagar,0.0,collector,2.0,2400.0,0.4090909090909091,7.333333333333333,False,-0.2053572804643771,0.316,False,False,0.0012367779243855,0.314,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,1.0,3.0,0.0060734612747827,0.0020244870915942,0.6057786546239967,0.0033419584466059,0.0726681389190462,0.0403397027600849,0.590909090909091,0.2497280127281727,3.6666666666666665,0.0433862433862433,0.0533333333333333,0.4090909090909091,23.09627071678348,249,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Rajajinagar / Cell-7bffff,Moderate peak-hour concentration (40-60%),30.025151931818524,LOW,RISING,9,6.93469037329835,morning_shift,11:00
89601458683ffff,35,32,8,15,0.7634714674929945,11,1.8571428571428568,CAR,WRONG PARKING,12.993448074285714,77.53911542285714,Vijayanagara,1.0,collector,2.0,2400.0,0.3142857142857143,4.375,True,-0.1633928520761213,0.392,False,False,0.0385611192026949,0.395,3,LL,False,False,EMERGING,0.3,99.04607820366608,,0.0,0.0,,0.0096623247553361,0.001207790594417,0.6057786546239967,0.0019937820278046,0.0722080801398172,0.0214968152866242,0.1714285714285713,0.2435652592081208,2.1875,0.0246031746031746,0.0933333333333333,0.3142857142857143,13.282535090137545,1179,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Vijayanagara / Cell-83ffff,Distributed throughout the day,13.282535090137545,MINIMAL,STABLE,1,1.764257384207352,morning_shift,10:00
89601458687ffff,115,99,17,19,0.63383925889064,37,1.3695652173913044,SCOOTER,WRONG PARKING,12.991867680869566,77.53836831826086,Vijayanagara,1.0,collector,2.0,2400.0,0.3217391304347826,6.764705882352941,True,-0.2548324832104737,0.222,False,False,0.0128055893366082,0.229,3,LL,False,False,EMERGING,0.3,59.66666666666666,29.0,3.0,1.0,3.0,0.0317476384818187,0.0018675081459893,1.005586592178771,0.0018571331007338,0.0721522667324476,0.0367178718621206,0.0739130434782608,0.2428176063249185,3.3823529411764706,0.0397759103641456,0.12,0.3217391304347826,12.266589752426617,1322,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Vijayanagara / Cell-87ffff,Distributed throughout the day,15.946566678154602,MINIMAL,RISING,27,1.95609991400639,morning_shift,10:00
8960145868bffff,115,105,7,19,0.5430204292898885,58,1.3043478260869563,SCOOTER,WRONG PARKING,12.997982892173912,77.54069241652174,Vijayanagara,1.0,collector,4.0,4800.0,0.5043478260869565,16.428571428571427,True,-0.2245128212534414,0.284,False,False,-0.1576780006260071,0.281,4,HL,False,False,EMERGING,0.3,20.0,20.0,1.0,0.0,,0.0317476384818187,0.0045353769259741,3.0,0.001511792308658,0.0720773648478037,0.0982711555959963,0.0608695652173912,0.2418142522447696,4.107142857142857,0.0489795918367346,0.12,0.5043478260869565,15.488627377563713,864,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Vijayanagara / Cell-8bffff,Moderate peak-hour concentration (40-60%),10.8420391642946,MINIMAL,FALLING,0,1.6792830462871136,morning_shift,9:00
8960145868fffff,1,1,1,1,0.8317766166719344,1,2.0,CAR,WRONG PARKING,12.9969317,77.5380433,Vijayanagara,1.0,collector,2.0,2400.0,1.0,1.0,False,-0.042817541241211,0.433,False,False,0.0212486483596853,0.416,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.000276066421581,0.000276066421581,0.6057786546239967,0.0004557216063553,0.072073784129623,0.0,0.2,0.2417662864530736,0.5,0.0031746031746031,0.0,1.0,18.88294477668052,505,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Vijayanagara / Cell-8fffff,Heavy peak-hour concentration (>60%),15.106355821344415,MINIMAL,UNKNOWN,1,2.8525248275133293,morning_shift,10:00
89601458693ffff,3,2,1,3,1.1090354888959124,0,2.6666666666666665,MAXI-CAB,WRONG PARKING,12.991861433333334,77.542914,Vijayanagara,0.3333333333333333,collector,2.0,2400.0,0.0,3.0,False,-0.1364652054322911,0.437,False,False,0.0467721661681993,0.437,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.000828199264743,0.000828199264743,0.6057786546239967,0.001367164819066,0.0722053362797892,0.0127388535031847,0.3333333333333333,0.2435285036155542,1.5,0.0158730158730158,0.0133333333333333,0.0,12.22713664798594,1330,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Vijayanagara / Cell-93ffff,Distributed throughout the day,8.558995653590157,MINIMAL,FALLING,0,1.046520094259646,night_shift,2:00
89601458697ffff,51,50,14,23,0.7455925650732012,19,1.6666666666666667,CAR,WRONG PARKING,12.990770992156865,77.53818900784313,Vijayanagara,1.0,collector,2.0,2400.0,0.3725490196078431,3.642857142857143,True,-0.1431451921174442,0.428,False,False,0.0419193987081114,0.426,3,LL,False,False,EMERGING,0.3,12.0,12.0,1.0,0.0,,0.0140793875006326,0.0010056705357594,5.0,0.0002011341071518,0.0720460996817262,0.0168334849863512,0.1333333333333333,0.2413954372563415,1.8214285714285716,0.019954648526077,0.1466666666666666,0.3725490196078431,13.406889127088531,1166,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Vijayanagara / Cell-97ffff,Distributed throughout the day,9.384822388961972,MINIMAL,FALLING,1,1.2582127324623127,morning_shift,10:00
896014586b3ffff,1,1,1,1,0.8664339756999316,0,2.5,VAN,NO PARKING,12.99237,77.53356,Vijayanagara,0.0,collector,2.0,2400.0,0.0,1.0,False,-0.1369836247872851,0.437,False,False,0.0682050739296131,0.436,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.000276066421581,0.000276066421581,0.6057786546239967,0.0004557216063553,0.0720847353597986,0.0,0.3,0.2419129845172357,0.5,0.0031746031746031,0.0,0.0,10.885878737963765,1522,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Vijayanagara / Cell-b3ffff,Distributed throughout the day,8.708702990371012,MINIMAL,UNKNOWN,1,0.9480188471812125,morning_shift,7:00
896014586bbffff,1,1,1,1,2.079441541679836,0,5.0,TOURIST BUS,WRONG PARKING,12.9951667,77.53539,Vijayanagara,0.0,local,2.0,1600.0,0.0,1.0,False,-0.2124315905969859,0.305,False,False,0.1058276091093018,0.302,3,LL,False,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.000276066421581,0.000276066421581,0.6057786546239967,0.0004557216063553,0.1082092840815009,0.0,0.8,0.7258222149161256,0.5,0.0031746031746031,0.0,0.0,30.56406334594157,53,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Vijayanagara / Cell-bbffff,Distributed throughout the day,24.451250676753254,LOW,UNKNOWN,1,7.473295745717832,night_shift,2:00
896014586c7ffff,380,314,31,73,0.6539544706372333,116,1.5157894736842106,CAR,WRONG PARKING,12.998884795789474,77.54127879263159,Vijayanagara,1.0,collector,4.0,4800.0,0.3052631578947368,12.258064516129032,True,-0.1247370606660084,0.453,False,False,-0.0470909966072262,0.463,4,HL,False,False,EMERGING,0.3,84.77777777777777,47.0,9.0,8.0,5.0,0.1049052402007923,0.0033840400064771,0.7077326343381389,0.0047815231943371,0.0722042823373905,0.0717074173001849,0.1031578947368421,0.2435143854473531,3.064516129032258,0.0357398873527905,0.48,0.3052631578947368,17.114860925427756,701,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Vijayanagara / Cell-c7ffff,Distributed throughout the day,11.980402647799428,MINIMAL,FALLING,7,2.0504292514771363,morning_shift,5:00
896014586cfffff,4,3,2,2,0.6846522287201755,0,1.5,SCOOTER,WRONG PARKING,13.002668625,77.542931525,Rajajinagar,0.75,local,2.0,1600.0,0.0,2.0,False,0.0194289036863767,0.351,False,False,-0.0082502390548289,0.342,2,LH,False,False,NOT_HOTSPOT,0.0,120.0,120.0,1.0,0.0,,0.0011042656863241,0.000552132843162,0.5,0.0011042656863241,0.108164392775544,0.0063694267515923,0.1,0.7252208699004533,1.0,0.0095238095238095,0.0066666666666666,0.0,16.873176876322688,724,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Rajajinagar / Cell-cfffff,Distributed throughout the day,11.81122381342588,MINIMAL,FALLING,0,1.9929286852976944,morning_shift,11:00
896014586d3ffff,277,221,39,62,0.5988089140651203,75,1.3447653429602888,SCOOTER,WRONG PARKING,12.9979795433213,77.54748101949458,Vijayanagara,1.0,collector,2.0,2400.0,0.2707581227436823,7.102564102564102,True,1.2817025529467303,0.016,True,False,-0.0307274538806472,0.012,2,LH,True,False,CONFIRMED,0.7,99.04607820366608,,0.0,4.0,4.0,0.0764703987779459,0.0019607794558447,0.6057786546239967,0.0032367919220623,0.0722393975162725,0.0388698350481789,0.0689530685920577,0.2439847735847666,3.551282051282051,0.0419210419210419,0.4066666666666667,0.2707581227436823,14.633566242660084,976,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Vijayanagara / Cell-d3ffff,Distributed throughout the day,19.02363611545811,MINIMAL,RISING,21,2.78383639271817,morning_shift,7:00
896014586d7ffff,285,251,29,63,0.7508670145387305,65,1.850877192982456,CAR,WRONG PARKING,12.997957206664204,77.54378136947216,Vijayanagara,1.0,collector,2.0,2400.0,0.2280701754385964,9.827586206896552,True,0.119434963974112,0.264,False,False,0.0224391179236327,0.258,1,HH,False,False,EMERGING,0.3,273.0,263.0,3.0,8.0,4.0,0.0786789301505942,0.002713066556917,0.2197802197802197,0.0123444528339725,0.0731376892552608,0.0562266637381946,0.1701754385964911,0.256017911145496,4.913793103448276,0.0592227695675971,0.4133333333333333,0.2280701754385964,17.23191021952786,687,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Vijayanagara / Cell-d7ffff,Distributed throughout the day,12.062337153669503,MINIMAL,FALLING,4,2.0785711086970813,night_shift,5:00
896014588afffff,5,5,1,1,0.6238324625039507,0,1.5,SCOOTER,WRONG PARKING,12.98863972,77.44879888,No Police Station,0.0,arterial,2.0,3600.0,0.0,5.0,False,-0.3929956192668986,0.022,False,True,0.0736827806521677,0.023,3,LL,True,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0013803321079051,0.0013803321079051,0.6057786546239967,0.0022786080317767,0.054145771607176,0.0254777070063694,0.1,0.0016101862577777,2.5,0.0285714285714285,0.0,0.0,3.097717828886219,2398,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),No Police Station / Cell-afffff,Distributed throughout the day,2.478174263108976,MINIMAL,UNKNOWN,5,0.07676684597919643,night_shift,4:00
89601458c43ffff,7,7,2,4,1.0851513703073803,0,1.4285714285714286,SCOOTER,WRONG PARKING,12.986732114285712,77.47667067142858,Kamakshipalya,0.0,arterial,4.0,7200.0,0.0,3.5,False,-0.4062448452595995,0.016,False,True,0.1235434583308532,0.021,3,LL,True,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0019324649510672,0.0009662324755336,0.6057786546239967,0.0015950256222437,0.054063551519849,0.0159235668789808,0.0857142857142857,0.0005088006186587,0.875,0.0079365079365079,0.02,0.0,2.441598517681029,2401,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Kamakshipalya / Cell-43ffff,Distributed throughout the day,1.7091189623767202,MINIMAL,FALLING,0,0.041729823250795384,morning_shift,11:00
89601458c4fffff,21,21,13,15,1.0342932636572078,3,1.619047619047619,CAR,NO PARKING,12.988009847619049,77.47412007619047,Kamakshipalya,0.0,arterial,4.0,7200.0,0.1428571428571428,1.6153846153846154,False,-0.3879887142969622,0.024,False,True,0.1748185731448039,0.029,3,LL,True,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0057973948532016,0.0004459534502462,0.6057786546239967,0.0007361656718048,0.0540439682406723,0.0039196472317491,0.1238095238095238,0.0002464712639562,0.4038461538461538,0.0019536019536019,0.0933333333333333,0.1428571428571428,4.97031987347212,2268,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Kamakshipalya / Cell-4fffff,Distributed throughout the day,4.97031987347212,MINIMAL,STABLE,1,0.24704079644631916,morning_shift,11:00
89601458c53ffff,36,33,8,10,0.7714939554152224,1,1.7638888888888888,CAR,WRONG PARKING,12.985464521419528,77.47975378805556,Kamakshipalya,0.0,arterial,4.0,7200.0,0.0277777777777777,4.5,True,-0.415932931001763,0.012,False,True,0.0941544044636007,0.012,3,LL,True,False,EMERGING,0.3,12.0,12.0,1.0,0.0,,0.0099383911769171,0.0012422988971146,5.0,0.0002484597794229,0.0540303926055196,0.0222929936305732,0.1527777777777777,6.461777674654121e-05,1.125,0.0111111111111111,0.06,0.0277777777777777,4.658617196299261,2324,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Kamakshipalya / Cell-53ffff,Distributed throughout the day,3.2610320374094823,MINIMAL,FALLING,0,0.15191899927158628,morning_shift,11:00
89601458c7bffff,10,9,7,8,1.467022614387661,0,2.25,SCOOTER,NO PARKING,12.98860667,77.47261386,Kamakshipalya,0.0,arterial,4.0,7200.0,0.0,1.4285714285714286,False,-0.3972923002417262,0.02,False,True,0.1847797131442225,0.022,3,LL,True,False,NOT_HOTSPOT,0.0,99.04607820366608,,0.0,0.0,,0.0027606642158103,0.0003943806022586,0.6057786546239967,0.0006510308662219,0.054048885787906,0.002729754322111,0.25,0.0003123446542549,0.3571428571428571,0.001360544217687,0.0466666666666666,0.0,5.561565581069848,2214,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Kamakshipalya / Cell-7bffff,Distributed throughout the day,5.561565581069848,MINIMAL,STABLE,0,0.30931011712540796,night_shift,4:00
89601458e53ffff,1,1,1,1,0.4158883083359672,0,1.0,SCOOTER,WRONG PARKING,13.0079581,77.4850193,Kamakshipalya,0.0,collector,2.0,2400.0,0.0,1.0,True,-0.1755885915208889,0.361,False,False,0.0874556488584201,0.369,3,LL,False,False,EMERGING,0.3,99.04607820366608,,0.0,0.0,,0.000276066421581,0.000276066421581,0.6057786546239967,0.0004557216063553,0.0720518879075426,0.0,0.0,0.2414729738899966,0.5,0.0031746031746031,0.0,0.0,4.87707852541898,2273,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Kamakshipalya / Cell-53ffff,Distributed throughout the day,3.9016628203351846,MINIMAL,UNKNOWN,1,0.19028715954482384,morning_shift,12:00
89601458e5bffff,19,19,1,3,0.505303473811798,0,1.1842105263157894,MOTOR CYCLE,WRONG PARKING,13.008380247368422,77.48426412105263,Kamakshipalya,0.0,collector,2.0,2400.0,0.0,19.0,True,-0.3500842365513434,0.06,False,False,-0.3158852233738329,0.066,4,HL,False,False,EMERGING,0.3,99.04607820366608,,0.0,0.0,,0.0052452620100396,0.0052452620100396,0.6057786546239967,0.0086587105207517,0.0725244952795249,0.1146496815286624,0.0368421052631578,0.247803823070111,9.5,0.1174603174603174,0.0133333333333333,0.0,10.454398700120034,1589,Top-20 ranking stable under ±20% weight perturbation (mean overlap: 93.3%),Kamakshipalya / Cell-5bffff,Distributed throughout the day,7.318079090084024,MINIMAL,FALLING,0,0.7650611652675002,morning_shift,12:00
